"data"
"{""ipAddress"":""192.168.100.0"",""portNo"":3002,""protocol"":""HTTP"",""macAddress"":""E0:CA:3C:E7:0E:00"",""channelID"":1,""dateTime"":""2024-06-07T15:25:41-03:00"",""activePostCount"":1,""eventType"":""AccessControllerEvent"",""eventState"":""active"",""eventDescription"":""Access Controller Event"",""AccessControllerEvent"":{""deviceName"":""Access Controller"",""majorEventType"":5,""subEventType"":75,""name"":""Nome 100"",""cardReaderKind"":1,""cardReaderNo"":1,""verifyNo"":170,""employeeNoString"":""18271021"",""serialNo"":240,""userType"":""normal"",""currentVerifyMode"":""cardOrFaceOrFp"",""frontSerialNo"":239,""attendanceStatus"":""undefined"",""label"":"""",""statusValue"":1,""mask"":""no"",""picturesNumber"":1,""purePwdVerifyEnable"":true,""FaceRect"":{""height"":0.444,""width"":0.251,""x"":0.344,""y"":0.233}}}"
"{""ipAddress"":""192.168.100.0"",""portNo"":3002,""protocol"":""HTTP"",""macAddress"":""E0:CA:3C:E7:0E:00"",""channelID"":1,""dateTime"":""2024-06-10T15:07:32-03:00"",""activePostCount"":1,""eventType"":""AccessControllerEvent"",""eventState"":""active"",""eventDescription"":""Access Controller Event"",""AccessControllerEvent"":{""deviceName"":""Access Controller"",""majorEventType"":5,""subEventType"":75,""name"":""Nome 100"",""cardReaderKind"":1,""cardReaderNo"":1,""verifyNo"":170,""employeeNoString"":""18271021"",""serialNo"":240,""userType"":""normal"",""currentVerifyMode"":""cardOrFaceOrFp"",""frontSerialNo"":239,""attendanceStatus"":""undefined"",""label"":"""",""statusValue"":1,""mask"":""no"",""picturesNumber"":1,""purePwdVerifyEnable"":true,""FaceRect"":{""height"":0.444,""width"":0.251,""x"":0.344,""y"":0.233}}}"
"{""ipAddress"":""192.168.100.1"",""portNo"":3002,""protocol"":""HTTP"",""macAddress"":""E0:CA:3C:E7:0E:01"",""channelID"":1,""dateTime"":""2024-06-10T15:09:32-03:00"",""activePostCount"":1,""eventType"":""AccessControllerEvent"",""eventState"":""active"",""eventDescription"":""Access Controller Event"",""AccessControllerEvent"":{""deviceName"":""Access Controller"",""majorEventType"":5,""subEventType"":75,""name"":""Nome 99"",""cardReaderKind"":1,""cardReaderNo"":1,""verifyNo"":170,""employeeNoString"":""f094d58a"",""serialNo"":240,""userType"":""normal"",""currentVerifyMode"":""cardOrFaceOrFp"",""frontSerialNo"":239,""attendanceStatus"":""undefined"",""label"":"""",""statusValue"":1,""mask"":""no"",""picturesNumber"":1,""purePwdVerifyEnable"":true,""FaceRect"":{""height"":0.444,""width"":0.251,""x"":0.344,""y"":0.233}}}"
"{""ipAddress"":""192.168.100.10"",""portNo"":3002,""protocol"":""HTTP"",""macAddress"":""E0:CA:3C:E7:0E:0A"",""channelID"":1,""dateTime"":""2024-06-10T15:27:32-03:00"",""activePostCount"":1,""eventType"":""AccessControllerEvent"",""eventState"":""active"",""eventDescription"":""Access Controller Event"",""AccessControllerEvent"":{""deviceName"":""Access Controller"",""majorEventType"":5,""subEventType"":75,""name"":""Nome 90"",""cardReaderKind"":1,""cardReaderNo"":1,""verifyNo"":170,""employeeNoString"":""cd6aafa8"",""serialNo"":240,""userType"":""normal"",""currentVerifyMode"":""cardOrFaceOrFp"",""frontSerialNo"":239,""attendanceStatus"":""undefined"",""label"":"""",""statusValue"":1,""mask"":""no"",""picturesNumber"":1,""purePwdVerifyEnable"":true,""FaceRect"":{""height"":0.444,""width"":0.251,""x"":0.344,""y"":0.233}}}"
"{""ipAddress"":""192.168.100.100"",""portNo"":3002,""protocol"":""HTTP"",""macAddress"":""E0:CA:3C:E7:0E:64"",""channelID"":1,""dateTime"":""2024-06-10T18:27:43-03:00"",""activePostCount"":1,""eventType"":""AccessControllerEvent"",""eventState"":""active"",""eventDescription"":""Access Controller Event"",""AccessControllerEvent"":{""deviceName"":""Access Controller"",""majorEventType"":5,""subEventType"":75,""name"":""Nome 10"",""cardReaderKind"":1,""cardReaderNo"":1,""verifyNo"":170,""employeeNoString"":""b3200d4e"",""serialNo"":240,""userType"":""normal"",""currentVerifyMode"":""cardOrFaceOrFp"",""frontSerialNo"":239,""attendanceStatus"":""undefined"",""label"":"""",""statusValue"":1,""mask"":""no"",""picturesNumber"":1,""purePwdVerifyEnable"":true,""FaceRect"":{""height"":0.444,""width"":0.251,""x"":0.344,""y"":0.233}}}"
"{""ipAddress"":""192.168.100.101"",""portNo"":3002,""protocol"":""HTTP"",""macAddress"":""E0:CA:3C:E7:0E:65"",""channelID"":1,""dateTime"":""2024-06-10T18:29:43-03:00"",""activePostCount"":1,""eventType"":""AccessControllerEvent"",""eventState"":""active"",""eventDescription"":""Access Controller Event"",""AccessControllerEvent"":{""deviceName"":""Access Controller"",""majorEventType"":5,""subEventType"":75,""name"":""Nome 9"",""cardReaderKind"":1,""cardReaderNo"":1,""verifyNo"":170,""employeeNoString"":""de2d3993"",""serialNo"":240,""userType"":""normal"",""currentVerifyMode"":""cardOrFaceOrFp"",""frontSerialNo"":239,""attendanceStatus"":""undefined"",""label"":"""",""statusValue"":1,""mask"":""no"",""picturesNumber"":1,""purePwdVerifyEnable"":true,""FaceRect"":{""height"":0.444,""width"":0.251,""x"":0.344,""y"":0.233}}}"
"{""ipAddress"":""192.168.100.102"",""portNo"":3002,""protocol"":""HTTP"",""macAddress"":""E0:CA:3C:E7:0E:66"",""channelID"":1,""dateTime"":""2024-06-10T18:31:43-03:00"",""activePostCount"":1,""eventType"":""AccessControllerEvent"",""eventState"":""active"",""eventDescription"":""Access Controller Event"",""AccessControllerEvent"":{""deviceName"":""Access Controller"",""majorEventType"":5,""subEventType"":75,""name"":""Nome 8"",""cardReaderKind"":1,""cardReaderNo"":1,""verifyNo"":170,""employeeNoString"":""c686e3e6"",""serialNo"":240,""userType"":""normal"",""currentVerifyMode"":""cardOrFaceOrFp"",""frontSerialNo"":239,""attendanceStatus"":""undefined"",""label"":"""",""statusValue"":1,""mask"":""no"",""picturesNumber"":1,""purePwdVerifyEnable"":true,""FaceRect"":{""height"":0.444,""width"":0.251,""x"":0.344,""y"":0.233}}}"
"{""ipAddress"":""192.168.100.103"",""portNo"":3002,""protocol"":""HTTP"",""macAddress"":""E0:CA:3C:E7:0E:67"",""channelID"":1,""dateTime"":""2024-06-10T18:33:43-03:00"",""activePostCount"":1,""eventType"":""AccessControllerEvent"",""eventState"":""active"",""eventDescription"":""Access Controller Event"",""AccessControllerEvent"":{""deviceName"":""Access Controller"",""majorEventType"":5,""subEventType"":75,""name"":""Nome 7"",""cardReaderKind"":1,""cardReaderNo"":1,""verifyNo"":170,""employeeNoString"":""e2f9e1a1"",""serialNo"":240,""userType"":""normal"",""currentVerifyMode"":""cardOrFaceOrFp"",""frontSerialNo"":239,""attendanceStatus"":""undefined"",""label"":"""",""statusValue"":1,""mask"":""no"",""picturesNumber"":1,""purePwdVerifyEnable"":true,""FaceRect"":{""height"":0.444,""width"":0.251,""x"":0.344,""y"":0.233}}}"
"{""ipAddress"":""192.168.100.104"",""portNo"":3002,""protocol"":""HTTP"",""macAddress"":""E0:CA:3C:E7:0E:68"",""channelID"":1,""dateTime"":""2024-06-10T18:35:43-03:00"",""activePostCount"":1,""eventType"":""AccessControllerEvent"",""eventState"":""active"",""eventDescription"":""Access Controller Event"",""AccessControllerEvent"":{""deviceName"":""Access Controller"",""majorEventType"":5,""subEventType"":75,""name"":""Nome 6"",""cardReaderKind"":1,""cardReaderNo"":1,""verifyNo"":170,""employeeNoString"":""c148f79b"",""serialNo"":240,""userType"":""normal"",""currentVerifyMode"":""cardOrFaceOrFp"",""frontSerialNo"":239,""attendanceStatus"":""undefined"",""label"":"""",""statusValue"":1,""mask"":""no"",""picturesNumber"":1,""purePwdVerifyEnable"":true,""FaceRect"":{""height"":0.444,""width"":0.251,""x"":0.344,""y"":0.233}}}"
"{""ipAddress"":""192.168.100.105"",""portNo"":3002,""protocol"":""HTTP"",""macAddress"":""E0:CA:3C:E7:0E:69"",""channelID"":1,""dateTime"":""2024-06-10T18:37:44-03:00"",""activePostCount"":1,""eventType"":""AccessControllerEvent"",""eventState"":""active"",""eventDescription"":""Access Controller Event"",""AccessControllerEvent"":{""deviceName"":""Access Controller"",""majorEventType"":5,""subEventType"":75,""name"":""Nome 5"",""cardReaderKind"":1,""cardReaderNo"":1,""verifyNo"":170,""employeeNoString"":""7d10aefb"",""serialNo"":240,""userType"":""normal"",""currentVerifyMode"":""cardOrFaceOrFp"",""frontSerialNo"":239,""attendanceStatus"":""undefined"",""label"":"""",""statusValue"":1,""mask"":""no"",""picturesNumber"":1,""purePwdVerifyEnable"":true,""FaceRect"":{""height"":0.444,""width"":0.251,""x"":0.344,""y"":0.233}}}"
